season,time,valid_time,t2m
autumn,01:43,2022-10-16 01:43:00.000000000,10.011709191208793
autumn,01:44,2022-10-16 01:43:59.999999744,10.01012659010989
autumn,01:45,2022-10-16 01:45:00.000000000,10.008543886813188
autumn,01:46,2022-10-16 01:46:00.000000256,10.006961264835164
autumn,01:47,2022-10-16 01:47:00.000000000,10.005378518681319
autumn,01:48,2022-10-16 01:48:00.000000000,10.00379593076923
autumn,01:49,2022-10-16 01:49:00.000000000,10.00221323076923
autumn,01:50,2022-10-16 01:50:00.000000000,10.000630605494505
autumn,01:51,2022-10-16 01:50:59.999999744,9.999047897802198
autumn,01:52,2022-10-16 01:52:00.000000000,9.997465246153846
autumn,01:53,2022-10-16 01:53:00.000000256,9.995882523076924
autumn,01:54,2022-10-16 01:54:00.000000000,9.994299934065934
autumn,01:55,2022-10-16 01:55:00.000000000,9.992717297802198
autumn,01:56,2022-10-16 01:56:00.000000000,9.991134571428573
autumn,01:57,2022-10-16 01:57:00.000000000,9.989551919780219
autumn,01:58,2022-10-16 01:57:59.999999744,9.987969235164835
autumn,01:59,2022-10-16 01:59:00.000000000,9.986386558241758
autumn,02:00,2022-10-16 02:00:00.000000256,9.98480392197802
autumn,02:01,2022-10-16 02:01:00.000000000,9.982899538461538
autumn,02:02,2022-10-16 02:02:00.000000256,9.980995228571429
autumn,02:03,2022-10-16 02:03:00.000000000,9.979090915384615
autumn,02:04,2022-10-16 02:04:00.000000000,9.97718663076923
autumn,02:05,2022-10-16 02:05:00.000000000,9.975282196703297
autumn,02:06,2022-10-16 02:06:00.000000000,9.973377864835165
autumn,02:07,2022-10-16 02:06:59.999999744,9.971473543956044
autumn,02:08,2022-10-16 02:08:00.000000000,9.96956918131868
autumn,02:09,2022-10-16 02:09:00.000000256,9.967664852747253
autumn,02:10,2022-10-16 02:10:00.000000000,9.965760486813187
autumn,02:11,2022-10-16 02:11:00.000000000,9.963856136263736
autumn,02:12,2022-10-16 02:12:00.000000000,9.961951863736264
autumn,02:13,2022-10-16 02:13:00.000000000,9.960047428571428
autumn,02:14,2022-10-16 02:13:59.999999744,9.958143182417583
autumn,02:15,2022-10-16 02:15:00.000000000,9.956238745054945
autumn,02:16,2022-10-16 02:15:59.999999744,9.954334385714285
autumn,02:17,2022-10-16 02:17:00.000000000,9.952430128571429
autumn,02:18,2022-10-16 02:18:00.000000256,9.95052572087912
autumn,02:19,2022-10-16 02:19:00.000000000,9.94862143956044
autumn,02:20,2022-10-16 02:20:00.000000000,9.946717095604395
autumn,02:21,2022-10-16 02:21:00.000000000,9.94481274065934
autumn,02:22,2022-10-16 02:22:00.000000000,9.942908395604396
autumn,02:23,2022-10-16 02:22:59.999999744,9.94100405054945
autumn,02:24,2022-10-16 02:24:00.000000000,9.939099713186813
autumn,02:25,2022-10-16 02:25:00.000000256,9.937195363736263
autumn,02:26,2022-10-16 02:26:00.000000000,9.935290987912087
autumn,02:27,2022-10-16 02:27:00.000000000,9.93338675934066
autumn,02:28,2022-10-16 02:28:00.000000000,9.931482306593406
autumn,02:29,2022-10-16 02:29:00.000000000,9.929578073626374
autumn,02:30,2022-10-16 02:29:59.999999744,9.927673703296703
autumn,02:31,2022-10-16 02:31:00.000000000,9.925769268131868
autumn,02:32,2022-10-16 02:32:00.000000256,9.923864979120879
autumn,02:33,2022-10-16 02:33:00.000000000,9.921960625274725
autumn,02:34,2022-10-16 02:34:00.000000256,9.920056362637363
autumn,02:35,2022-10-16 02:35:00.000000000,9.91815197032967
autumn,02:36,2022-10-16 02:36:00.000000000,9.916247658241758
autumn,02:37,2022-10-16 02:37:00.000000000,9.914343242857143
autumn,02:38,2022-10-16 02:38:00.000000000,9.912438946153847
autumn,02:39,2022-10-16 02:38:59.999999744,9.91053457912088
autumn,02:40,2022-10-16 02:40:00.000000000,9.908630286813187
autumn,02:41,2022-10-16 02:41:00.000000256,9.906725868791208
autumn,02:42,2022-10-16 02:42:00.000000000,9.904821636263737
autumn,02:43,2022-10-16 02:43:00.000000000,9.902917203736264
autumn,02:44,2022-10-16 02:44:00.000000000,9.901012951648351
autumn,02:45,2022-10-16 02:45:00.000000000,9.899108561538462
autumn,02:46,2022-10-16 02:45:59.999999744,9.897204172197801
autumn,02:47,2022-10-16 02:47:00.000000000,9.895299887252747
autumn,02:48,2022-10-16 02:47:59.999999744,9.893395545054945
autumn,02:49,2022-10-16 02:49:00.000000000,9.891491222307693
autumn,02:50,2022-10-16 02:50:00.000000256,9.889586878021978
autumn,02:51,2022-10-16 02:51:00.000000000,9.887682497802198
autumn,02:52,2022-10-16 02:52:00.000000000,9.885778212747253
autumn,02:53,2022-10-16 02:53:00.000000000,9.883873826703297
autumn,02:54,2022-10-16 02:54:00.000000000,9.881969451648352
autumn,02:55,2022-10-16 02:54:59.999999744,9.880065104395605
autumn,02:56,2022-10-16 02:56:00.000000000,9.878160785274726
autumn,02:57,2022-10-16 02:57:00.000000256,9.876256467032967
autumn,02:58,2022-10-16 02:58:00.000000000,9.874352143296703
autumn,02:59,2022-10-16 02:59:00.000000000,9.87244784065934
autumn,03:00,2022-10-16 03:00:00.000000000,9.870543473626373
autumn,03:01,2022-10-16 03:01:00.000000000,9.868498834065933
autumn,03:02,2022-10-16 03:01:59.999999744,9.86645435087912
autumn,03:03,2022-10-16 03:03:00.000000000,9.864409863186813
autumn,03:04,2022-10-16 03:04:00.000000256,9.862365358241759
autumn,03:05,2022-10-16 03:05:00.000000000,9.860320840659341
autumn,03:06,2022-10-16 03:06:00.000000256,9.858276216923077
autumn,03:07,2022-10-16 03:07:00.000000000,9.856231716043956
autumn,03:08,2022-10-16 03:08:00.000000000,9.854187267032968
autumn,03:09,2022-10-16 03:09:00.000000000,9.852142747252747
autumn,03:10,2022-10-16 03:10:00.000000000,9.85009827912088
autumn,03:11,2022-10-16 03:10:59.999999744,9.848053707032967
autumn,03:12,2022-10-16 03:12:00.000000000,9.846009184615385
autumn,03:13,2022-10-16 03:13:00.000000256,9.843964689010988
autumn,03:14,2022-10-16 03:14:00.000000000,9.841920201428572
autumn,03:15,2022-10-16 03:15:00.000000000,9.839875601648352
autumn,03:16,2022-10-16 03:16:00.000000000,9.83783106010989
autumn,03:17,2022-10-16 03:17:00.000000000,9.83578655934066
autumn,03:18,2022-10-16 03:17:59.999999744,9.833742043956045
autumn,03:19,2022-10-16 03:19:00.000000000,9.831697576483517
autumn,03:20,2022-10-16 03:19:59.999999744,9.829653005494505
autumn,03:21,2022-10-16 03:21:00.000000000,9.827608420879121
autumn,03:22,2022-10-16 03:22:00.000000256,9.825563894505494
autumn,03:23,2022-10-16 03:23:00.000000000,9.8235194389011
autumn,03:24,2022-10-16 03:24:00.000000000,9.82147498967033
autumn,03:25,2022-10-16 03:25:00.000000000,9.819430374725275
autumn,03:26,2022-10-16 03:26:00.000000000,9.817385850549451
autumn,03:27,2022-10-16 03:26:59.999999744,9.815341376703296
autumn,03:28,2022-10-16 03:28:00.000000000,9.81329682087912
autumn,03:29,2022-10-16 03:29:00.000000256,9.811252365934067
autumn,03:30,2022-10-16 03:30:00.000000000,9.809207815384616
autumn,03:31,2022-10-16 03:31:00.000000000,9.80716328054945
autumn,03:32,2022-10-16 03:32:00.000000000,9.805118717582419
autumn,03:33,2022-10-16 03:33:00.000000000,9.80307417945055
autumn,03:34,2022-10-16 03:33:59.999999744,9.801029715934066
autumn,03:35,2022-10-16 03:35:00.000000000,9.798985198571428
autumn,03:36,2022-10-16 03:36:00.000000256,9.796940603956044
autumn,03:37,2022-10-16 03:37:00.000000000,9.794896121758242
autumn,03:38,2022-10-16 03:38:00.000000256,9.792851626373626
autumn,03:39,2022-10-16 03:39:00.000000000,9.790807156043956
autumn,03:40,2022-10-16 03:40:00.000000000,9.788762540659341
autumn,03:41,2022-10-16 03:41:00.000000000,9.786718067252748
autumn,03:42,2022-10-16 03:42:00.000000000,9.784673514725275
autumn,03:43,2022-10-16 03:42:59.999999744,9.782629020439561
autumn,03:44,2022-10-16 03:44:00.000000000,9.780584525714286
autumn,03:45,2022-10-16 03:45:00.000000256,9.77853997868132
autumn,03:46,2022-10-16 03:46:00.000000000,9.776495462417582
autumn,03:47,2022-10-16 03:47:00.000000000,9.774450884285715
autumn,03:48,2022-10-16 03:48:00.000000000,9.772406370329671
autumn,03:49,2022-10-16 03:49:00.000000000,9.770361908791209
autumn,03:50,2022-10-16 03:49:59.999999744,9.768317422197802
autumn,03:51,2022-10-16 03:51:00.000000000,9.766272847252749
autumn,03:52,2022-10-16 03:51:59.999999744,9.764228308021977
autumn,03:53,2022-10-16 03:53:00.000000000,9.762183798351648
autumn,03:54,2022-10-16 03:54:00.000000256,9.760139304065934
autumn,03:55,2022-10-16 03:55:00.000000000,9.758094761098901
autumn,03:56,2022-10-16 03:56:00.000000000,9.756050204175825
autumn,03:57,2022-10-16 03:57:00.000000000,9.754005725274725
autumn,03:58,2022-10-16 03:58:00.000000000,9.75196117142857
autumn,03:59,2022-10-16 03:58:59.999999744,9.74991672857143
autumn,04:00,2022-10-16 04:00:00.000000000,9.747872170549451
autumn,04:01,2022-10-16 04:01:00.000000256,9.746618796483515
autumn,04:02,2022-10-16 04:02:00.000000000,9.74536538098901
autumn,04:03,2022-10-16 04:03:00.000000000,9.744111981648352
autumn,04:04,2022-10-16 04:04:00.000000000,9.742858548571428
autumn,04:05,2022-10-16 04:05:00.000000000,9.74160517912088
autumn,04:06,2022-10-16 04:05:59.999999744,9.740351864285714
autumn,04:07,2022-10-16 04:07:00.000000000,9.739098426813188
autumn,04:08,2022-10-16 04:08:00.000000256,9.737845043956044
autumn,04:09,2022-10-16 04:09:00.000000000,9.73659165054945
autumn,04:10,2022-10-16 04:10:00.000000256,9.735338273076923
autumn,04:11,2022-10-16 04:11:00.000000000,9.734084876043957
autumn,04:12,2022-10-16 04:12:00.000000000,9.732831503296703
autumn,04:13,2022-10-16 04:13:00.000000000,9.731578090879122
autumn,04:14,2022-10-16 04:14:00.000000000,9.730324707032967
autumn,04:15,2022-10-16 04:14:59.999999744,9.72907133978022
autumn,04:16,2022-10-16 04:16:00.000000000,9.72781792967033
autumn,04:17,2022-10-16 04:17:00.000000256,9.726564551318681
autumn,04:18,2022-10-16 04:18:00.000000000,9.72531108945055
autumn,04:19,2022-10-16 04:19:00.000000000,9.724057752857142
autumn,04:20,2022-10-16 04:20:00.000000000,9.722804373516484
autumn,04:21,2022-10-16 04:21:00.000000000,9.721551036923076
autumn,04:22,2022-10-16 04:21:59.999999744,9.720297561978022
autumn,04:23,2022-10-16 04:23:00.000000000,9.719044235164835
autumn,04:24,2022-10-16 04:23:59.999999744,9.717790825054944
autumn,04:25,2022-10-16 04:25:00.000000000,9.716537431428572
autumn,04:26,2022-10-16 04:26:00.000000256,9.715284031098902
autumn,04:27,2022-10-16 04:27:00.000000000,9.71403065065934
autumn,04:28,2022-10-16 04:28:00.000000000,9.712777243626373
autumn,04:29,2022-10-16 04:29:00.000000000,9.711523888461539
autumn,04:30,2022-10-16 04:30:00.000000000,9.710270456263736
autumn,04:31,2022-10-16 04:30:59.999999744,9.70901709010989
autumn,04:32,2022-10-16 04:32:00.000000000,9.707763712967033
autumn,04:33,2022-10-16 04:33:00.000000256,9.706510345494506
autumn,04:34,2022-10-16 04:34:00.000000000,9.705256890219779
autumn,04:35,2022-10-16 04:35:00.000000000,9.70400349879121
autumn,04:36,2022-10-16 04:36:00.000000000,9.70275021945055
autumn,04:37,2022-10-16 04:37:00.000000000,9.701496708131868
autumn,04:38,2022-10-16 04:37:59.999999744,9.70024339010989
autumn,04:39,2022-10-16 04:39:00.000000000,9.698989927252748
autumn,04:40,2022-10-16 04:40:00.000000256,9.697736583076923
autumn,04:41,2022-10-16 04:41:00.000000000,9.69648323
autumn,04:42,2022-10-16 04:42:00.000000256,9.695229826483516
autumn,04:43,2022-10-16 04:43:00.000000000,9.693976349120879
autumn,04:44,2022-10-16 04:44:00.000000000,9.692723032417582
autumn,04:45,2022-10-16 04:45:00.000000000,9.691469598021978
autumn,04:46,2022-10-16 04:46:00.000000000,9.690216224175824
autumn,04:47,2022-10-16 04:46:59.999999744,9.68896288
autumn,04:48,2022-10-16 04:48:00.000000000,9.687709408131868
autumn,04:49,2022-10-16 04:49:00.000000256,9.686456101208792
autumn,04:50,2022-10-16 04:50:00.000000000,9.685202728461539
autumn,04:51,2022-10-16 04:51:00.000000000,9.683949335934065
autumn,04:52,2022-10-16 04:52:00.000000000,9.682695898241759
autumn,04:53,2022-10-16 04:53:00.000000000,9.681442535164834
autumn,04:54,2022-10-16 04:53:59.999999744,9.680189098681318
autumn,04:55,2022-10-16 04:55:00.000000000,9.678935743516483
autumn,04:56,2022-10-16 04:55:59.999999744,9.677682375054944
autumn,04:57,2022-10-16 04:57:00.000000000,9.676428975934066
autumn,04:58,2022-10-16 04:58:00.000000256,9.67517558978022
autumn,04:59,2022-10-16 04:59:00.000000000,9.673922223626374
autumn,05:00,2022-10-16 05:00:00.000000000,9.672668797032966
autumn,05:01,2022-10-16 05:01:00.000000000,9.671970467032967
autumn,05:02,2022-10-16 05:02:00.000000000,9.671272178681319
autumn,05:03,2022-10-16 05:02:59.999999744,9.670573899230769
autumn,05:04,2022-10-16 05:04:00.000000000,9.66987551868132
autumn,05:05,2022-10-16 05:05:00.000000256,9.669177289780219
autumn,05:06,2022-10-16 05:06:00.000000000,9.668479005934065
autumn,05:07,2022-10-16 05:07:00.000000000,9.667780731978022
autumn,05:08,2022-10-16 05:08:00.000000000,9.667082297802198
autumn,05:09,2022-10-16 05:09:00.000000000,9.666384006263737
autumn,05:10,2022-10-16 05:09:59.999999744,9.665685687252747
autumn,05:11,2022-10-16 05:11:00.000000000,9.664987415384616
autumn,05:12,2022-10-16 05:12:00.000000256,9.664289165714285
autumn,05:13,2022-10-16 05:13:00.000000000,9.663590812527472
autumn,05:14,2022-10-16 05:14:00.000000256,9.662892525384615
autumn,05:15,2022-10-16 05:15:00.000000000,9.662194214065934
autumn,05:16,2022-10-16 05:16:00.000000000,9.661495909340658
autumn,05:17,2022-10-16 05:17:00.000000000,9.660797668351648
autumn,05:18,2022-10-16 05:18:00.000000000,9.660099306593407
autumn,05:19,2022-10-16 05:18:59.999999744,9.659400974285713
autumn,05:20,2022-10-16 05:20:00.000000000,9.658702685164835
autumn,05:21,2022-10-16 05:21:00.000000256,9.658004481318681
autumn,05:22,2022-10-16 05:22:00.000000000,9.657306073626373
autumn,05:23,2022-10-16 05:23:00.000000000,9.656607724615384
autumn,05:24,2022-10-16 05:24:00.000000000,9.655909495934067
autumn,05:25,2022-10-16 05:25:00.000000000,9.655211126153846
autumn,05:26,2022-10-16 05:25:59.999999744,9.65451286
autumn,05:27,2022-10-16 05:27:00.000000000,9.653814567252747
autumn,05:28,2022-10-16 05:27:59.999999744,9.653116228571427
autumn,05:29,2022-10-16 05:29:00.000000000,9.65241796
autumn,05:30,2022-10-16 05:30:00.000000256,9.651719672967033
autumn,05:31,2022-10-16 05:31:00.000000000,9.651021334395605
autumn,05:32,2022-10-16 05:32:00.000000000,9.650323101978021
autumn,05:33,2022-10-16 05:33:00.000000000,9.649624754615385
autumn,05:34,2022-10-16 05:34:00.000000000,9.648926440879121
autumn,05:35,2022-10-16 05:34:59.999999744,9.648228154945055
autumn,05:36,2022-10-16 05:36:00.000000000,9.647529873186814
autumn,05:37,2022-10-16 05:37:00.000000256,9.646831558681319
autumn,05:38,2022-10-16 05:38:00.000000000,9.646133208791209
autumn,05:39,2022-10-16 05:39:00.000000000,9.645434855824176
autumn,05:40,2022-10-16 05:40:00.000000000,9.644736537802197
autumn,05:41,2022-10-16 05:41:00.000000000,9.64403829142857
autumn,05:42,2022-10-16 05:41:59.999999744,9.643339947032967
autumn,05:43,2022-10-16 05:43:00.000000000,9.642641676483517
autumn,05:44,2022-10-16 05:44:00.000000256,9.641943389230768
autumn,05:45,2022-10-16 05:45:00.000000000,9.641245054945054
autumn,05:46,2022-10-16 05:46:00.000000256,9.640546793406594
autumn,05:47,2022-10-16 05:47:00.000000000,9.639848537802198
autumn,05:48,2022-10-16 05:48:00.000000000,9.639150167252748
autumn,05:49,2022-10-16 05:49:00.000000000,9.638451861318682
autumn,05:50,2022-10-16 05:50:00.000000000,9.637753613846154
autumn,05:51,2022-10-16 05:50:59.999999744,9.637055306813187
autumn,05:52,2022-10-16 05:52:00.000000000,9.636356985714286
autumn,05:53,2022-10-16 05:53:00.000000256,9.63565861824176
autumn,05:54,2022-10-16 05:54:00.000000000,9.63496024
autumn,05:55,2022-10-16 05:55:00.000000000,9.634262005494506
autumn,05:56,2022-10-16 05:56:00.000000000,9.633563723956044
autumn,05:57,2022-10-16 05:57:00.000000000,9.632865423516485
autumn,05:58,2022-10-16 05:57:59.999999744,9.632167052967032
autumn,05:59,2022-10-16 05:59:00.000000000,9.63146886131868
autumn,06:00,2022-10-16 05:59:59.999999744,9.630770491868132
autumn,06:01,2022-10-16 06:01:00.000000000,9.635166888681319
autumn,06:02,2022-10-16 06:02:00.000000256,9.639563301098901
autumn,06:03,2022-10-16 06:03:00.000000000,9.643959756043957
autumn,06:04,2022-10-16 06:04:00.000000000,9.648356132307693
autumn,06:05,2022-10-16 06:05:00.000000000,9.65275260054945
autumn,06:06,2022-10-16 06:06:00.000000000,9.65714893956044
autumn,06:07,2022-10-16 06:06:59.999999744,9.66154541978022
autumn,06:08,2022-10-16 06:08:00.000000000,9.665941742087913
autumn,06:09,2022-10-16 06:09:00.000000256,9.670338163296703
autumn,06:10,2022-10-16 06:10:00.000000000,9.67473458065934
autumn,06:11,2022-10-16 06:11:00.000000000,9.679131
autumn,06:12,2022-10-16 06:12:00.000000000,9.683527423076923
autumn,06:13,2022-10-16 06:13:00.000000000,9.68792379945055
autumn,06:14,2022-10-16 06:13:59.999999744,9.692320210989012
autumn,06:15,2022-10-16 06:15:00.000000000,9.69671665120879
autumn,06:16,2022-10-16 06:16:00.000000256,9.701113074725274
autumn,06:17,2022-10-16 06:17:00.000000000,9.70550948131868
autumn,06:18,2022-10-16 06:18:00.000000256,9.709905834065934
autumn,06:19,2022-10-16 06:19:00.000000000,9.714302335604396
autumn,06:20,2022-10-16 06:20:00.000000000,9.718698725274725
autumn,06:21,2022-10-16 06:21:00.000000000,9.723095101758242
autumn,06:22,2022-10-16 06:22:00.000000000,9.727491552747253
autumn,06:23,2022-10-16 06:22:59.999999744,9.73188785934066
autumn,06:24,2022-10-16 06:24:00.000000000,9.736284332527473
autumn,06:25,2022-10-16 06:25:00.000000256,9.7406807389011
autumn,06:26,2022-10-16 06:26:00.000000000,9.74507714065934
autumn,06:27,2022-10-16 06:27:00.000000000,9.749473591208792
autumn,06:28,2022-10-16 06:28:00.000000000,9.753869993956044
autumn,06:29,2022-10-16 06:29:00.000000000,9.758266393406593
autumn,06:30,2022-10-16 06:29:59.999999744,9.762662773186813
autumn,06:31,2022-10-16 06:31:00.000000000,9.767059186813187
autumn,06:32,2022-10-16 06:31:59.999999744,9.771455617582419
autumn,06:33,2022-10-16 06:33:00.000000000,9.775851962637363
autumn,06:34,2022-10-16 06:34:00.000000256,9.780248407142857
autumn,06:35,2022-10-16 06:35:00.000000000,9.78464485934066
autumn,06:36,2022-10-16 06:36:00.000000000,9.789041234725275
autumn,06:37,2022-10-16 06:37:00.000000000,9.793437715384616
autumn,06:38,2022-10-16 06:38:00.000000000,9.797834008791208
autumn,06:39,2022-10-16 06:38:59.999999744,9.802230480989012
autumn,06:40,2022-10-16 06:40:00.000000000,9.806626843296703
autumn,06:41,2022-10-16 06:41:00.000000256,9.81102326923077
autumn,06:42,2022-10-16 06:42:00.000000000,9.815419764835164
autumn,06:43,2022-10-16 06:43:00.000000000,9.819816125824175
autumn,06:44,2022-10-16 06:44:00.000000000,9.824212474725275
autumn,06:45,2022-10-16 06:45:00.000000000,9.828608923736263
autumn,06:46,2022-10-16 06:45:59.999999744,9.833005327472527
autumn,06:47,2022-10-16 06:47:00.000000000,9.837401716483516
autumn,06:48,2022-10-16 06:48:00.000000256,9.84179812967033
autumn,06:49,2022-10-16 06:49:00.000000000,9.84619454120879
autumn,06:50,2022-10-16 06:50:00.000000256,9.850591058241758
autumn,06:51,2022-10-16 06:51:00.000000000,9.854987347912088
autumn,06:52,2022-10-16 06:52:00.000000000,9.85938377032967
autumn,06:53,2022-10-16 06:53:00.000000000,9.863780180549451
autumn,06:54,2022-10-16 06:54:00.000000000,9.868176576593406
autumn,06:55,2022-10-16 06:54:59.999999744,9.872572925714286
autumn,06:56,2022-10-16 06:56:00.000000000,9.876969379120878
autumn,06:57,2022-10-16 06:57:00.000000256,9.881365868131867
autumn,06:58,2022-10-16 06:58:00.000000000,9.885762267582416
autumn,06:59,2022-10-16 06:59:00.000000000,9.890158671428571
autumn,07:00,2022-10-16 07:00:00.000000000,9.894555053406593
autumn,07:01,2022-10-16 07:01:00.000000000,9.902288203296703
autumn,07:02,2022-10-16 07:01:59.999999744,9.910021494505495
